,mean_expression,variance,cv,samples_expressed,max_expression,detection_rate
ENSG00000031003,159.24,10124.356666666667,0.6318755474840242,25,419.0,1.0
ENSG00000031081,332.68,86014.64333333334,0.8815754826767822,25,1065.0,1.0
ENSG00000031691,31.043478260869566,465.13438735177874,0.6947344711719018,18,81.0,0.92
ENSG00000031698,320.36,52995.656666666655,0.7185911329340969,25,897.0,1.0
ENSG00000031823,391.24,70416.19,0.6782550113663466,25,1005.0,1.0
ENSG00000032219,116.2,7211.583333333337,0.730817915241826,24,339.0,1.0
ENSG00000032389,66.41666666666667,2444.7753623188405,0.7444617771400891,21,179.0,0.96
ENSG00000032444,493.88,127887.69333333334,0.7240906467399814,25,1302.0,1.0
ENSG00000032742,23.875,360.6358695652174,0.7954100605066071,16,74.0,0.96
ENSG00000033011,73.0,2527.0833333333335,0.6886315584378895,24,158.0,1.0
ENSG00000033030,156.36,8996.073333333336,0.6065978011684687,25,315.0,1.0
ENSG00000033050,54.625,1719.983695652174,0.7592253754183913,21,143.0,0.96
ENSG00000033100,137.76,9561.773333333333,0.7098164959427468,24,364.0,1.0
ENSG00000033170,48.16,1383.9733333333334,0.772462459796618,21,145.0,1.0
ENSG00000033178,208.68,22431.72666666667,0.7177125230678828,25,643.0,1.0
ENSG00000033327,518.8,154551.58333333334,0.7577688733134162,25,1648.0,1.0
ENSG00000033627,586.72,187953.71,0.7389151290528849,25,1488.0,1.0
ENSG00000033800,297.48,34152.01,0.6212270553786025,25,627.0,1.0
ENSG00000033867,638.4,211136.66666666663,0.7197620626730871,25,1789.0,1.0
ENSG00000034053,69.66666666666667,11238.633333333333,1.5217093871875023,16,438.0,0.84
ENSG00000034152,104.48,8531.343333333332,0.8840473893807236,23,352.0,1.0
ENSG00000034510,2296.16,1992549.973333333,0.614755558277746,25,5735.0,1.0
ENSG00000034533,40.47826086956522,625.1699604743084,0.6176994375528528,20,90.0,0.92
ENSG00000034677,108.12,5152.026666666668,0.6638699549780852,24,296.0,1.0
ENSG00000034693,38.08,1012.9100000000003,0.8357732936295472,18,112.0,1.0
ENSG00000034713,246.56,37514.67333333333,0.7855574707205771,25,751.0,1.0
ENSG00000035115,62.76,2012.3566666666666,0.7147753114379611,22,173.0,1.0
ENSG00000035141,107.08,5759.076666666668,0.7087091950010612,24,272.0,1.0
ENSG00000035403,203.64,36343.073333333334,0.9361549474318985,25,799.0,1.0
ENSG00000035681,230.52,27237.093333333323,0.7159319902342736,24,723.0,1.0
ENSG00000035687,90.76,3399.356666666666,0.6423975555666415,24,199.0,1.0
ENSG00000035862,1702.52,1795542.5933333335,0.7870559990031897,25,4865.0,1.0
ENSG00000035928,163.8,13728.583333333336,0.7153176888117994,24,477.0,1.0
ENSG00000036054,123.28,6811.21,0.6694521019204609,24,305.0,1.0
ENSG00000036257,208.2,19990.666666666668,0.6790987226866523,25,567.0,1.0
ENSG00000036549,109.0,6798.083333333333,0.756426515477587,24,281.0,1.0
ENSG00000036672,32.05263157894737,3550.385964912281,1.8589773239453184,11,247.0,0.76
ENSG00000036828,4.5,4.5,0.47140451974346603,0,6.0,0.08
ENSG00000037042,40.72,490.04333333333335,0.54363758335784,22,96.0,1.0
ENSG00000037241,30.875,605.4184782608696,0.7969312730154475,18,107.0,0.96
ENSG00000037474,222.48,21907.42666666667,0.6652803673013242,24,480.0,1.0
ENSG00000037637,168.2,11887.750000000002,0.6482221099862824,24,400.0,1.0
ENSG00000037749,50.291666666666664,1973.6068840579717,0.8833530180722974,19,154.0,0.96
ENSG00000037757,53.28,1071.8766666666668,0.614480622777194,24,146.0,1.0
ENSG00000037897,33.916666666666664,1147.123188405797,0.9986006999304148,18,151.0,0.96
ENSG00000038002,117.56,8872.75666666667,0.8012530730647814,24,303.0,1.0
ENSG00000038210,22.833333333333332,238.49275362318843,0.6763449894667137,19,70.0,0.96
ENSG00000038219,339.88,51856.27666666667,0.6700003904490739,25,996.0,1.0
ENSG00000038274,294.2,34778.166666666664,0.6338852902719094,25,706.0,1.0
ENSG00000038358,124.76,8249.273333333336,0.728001846418802,24,316.0,1.0
ENSG00000038382,223.76,30497.273333333334,0.7804553332118708,25,779.0,1.0
ENSG00000038427,26.42105263157895,1282.5906432748536,1.3554825072797354,9,128.0,0.76
ENSG00000038532,102.36,4174.823333333334,0.631231660884279,25,212.0,1.0
ENSG00000038945,2210.68,9315665.893333333,1.3806419653753546,25,14050.0,1.0
ENSG00000039123,164.52,12031.593333333332,0.6667190608020448,24,425.0,1.0
ENSG00000039319,175.96,13589.373333333337,0.6624998154650561,25,497.0,1.0
ENSG00000039523,259.28,37630.21,0.7481682996688053,25,758.0,1.0
ENSG00000039560,5.777777777777778,11.444444444444445,0.5855129738957786,0,10.0,0.36
ENSG00000039650,186.44,14171.339999999998,0.6385080317742129,24,436.0,1.0
ENSG00000040199,42.28,599.8766666666667,0.5792899659774817,22,91.0,1.0
ENSG00000040275,21.52173913043478,229.89723320158103,0.7045138076252722,15,56.0,0.92
ENSG00000040341,154.28,11339.793333333335,0.6902285825912444,23,413.0,1.0
ENSG00000040487,85.36,3729.7400000000002,0.7154592000850776,24,242.0,1.0
ENSG00000040531,273.36,32864.49,0.6631755141741899,24,582.0,1.0
ENSG00000040633,235.68,21563.809999999998,0.6230745590042746,24,541.0,1.0
ENSG00000040933,179.44,14606.25666666667,0.6735195454020285,25,545.0,1.0
ENSG00000041357,258.84,30890.22333333333,0.6790146320080048,25,591.0,1.0
ENSG00000041802,181.56,17442.59,0.7274201249569402,24,427.0,1.0
ENSG00000041880,36.0,885.75,0.8267097880721989,20,104.0,1.0
ENSG00000041982,8.0,48.0,0.8660254027019068,2,21.0,0.32
ENSG00000041988,38.28,751.2933333333332,0.7160326704572831,22,100.0,1.0
ENSG00000042088,23.8,455.5833333333333,0.8968234522365487,14,75.0,1.0
ENSG00000042317,21.44,267.59000000000003,0.7629747376428692,18,70.0,1.0
ENSG00000042429,29.583333333333332,357.4710144927536,0.6391066099598051,17,65.0,0.96
ENSG00000042445,237.08,34345.99333333333,0.7817054179926981,25,657.0,1.0
ENSG00000042493,1250.52,883486.6766666668,0.7516390938896318,25,3314.0,1.0
ENSG00000042753,199.6,19705.166666666664,0.7032820278077723,24,523.0,1.0
ENSG00000042980,1513.44,1191646.2566666666,0.7212876038536714,25,4273.0,1.0
ENSG00000043093,116.72,5377.293333333333,0.6282559134883308,24,295.0,1.0
ENSG00000043143,151.08,17568.659999999996,0.8773287126496337,25,480.0,1.0
ENSG00000043462,1275.52,1087807.5100000002,0.8176901264276862,25,4502.0,1.0
ENSG00000043514,72.16,3007.140000000001,0.759941740463499,23,180.0,1.0
ENSG00000043591,30.782608695652176,853.9051383399209,0.9492910616238375,16,93.0,0.92
ENSG00000044090,133.36,8071.823333333333,0.673690211356241,24,320.0,1.0
ENSG00000044115,958.96,525986.0400000002,0.7562869674998142,25,3012.0,1.0
ENSG00000044446,127.96,7157.373333333333,0.661153960763493,25,286.0,1.0
ENSG00000044459,40.833333333333336,787.6231884057969,0.6872969438495413,22,107.0,0.96
ENSG00000044574,4598.48,46030488.59333334,1.4753956219711133,25,35178.0,1.0
ENSG00000046647,31.166666666666668,339.7971014492753,0.591451964540079,20,63.0,0.96
ENSG00000046651,151.0,11677.75,0.715653236098093,25,347.0,1.0
ENSG00000047056,118.4,7582.333333333332,0.7354442113872446,24,355.0,1.0
ENSG00000047188,168.84,13452.890000000001,0.6869615852053064,25,436.0,1.0
ENSG00000047230,77.8,2780.5833333333335,0.6777793930920458,22,193.0,1.0
ENSG00000047249,138.08,8507.826666666666,0.6680031927825034,24,323.0,1.0
ENSG00000047315,216.72,26123.959999999995,0.7457967955620165,24,641.0,1.0
ENSG00000047346,53.708333333333336,1570.6503623188403,0.7379009741626263,20,164.0,0.96
ENSG00000047365,86.84,3618.4733333333334,0.692696308749906,23,257.0,1.0
ENSG00000047410,372.24,59569.52333333334,0.6556756009057809,25,912.0,1.0
ENSG00000047578,84.2,3505.1666666666665,0.7031407128748683,24,203.0,1.0
ENSG00000047579,86.88,3456.0266666666666,0.6766572355455573,23,205.0,1.0
ENSG00000047621,99.56,4770.506666666667,0.6937410056977094,23,212.0,1.0
ENSG00000047634,57.56,2303.1733333333336,0.8337628232801245,24,219.0,1.0
ENSG00000047644,67.56,2194.9233333333336,0.693457798796577,23,175.0,1.0
ENSG00000047648,232.64,24558.07333333333,0.6736165624028364,25,617.0,1.0
ENSG00000047849,398.56,104269.34000000003,0.8101857533221025,25,1341.0,1.0
ENSG00000047932,146.84,9522.140000000001,0.664542720983158,25,351.0,1.0
ENSG00000048028,98.0,5585.083333333333,0.7625858683458155,23,287.0,1.0
ENSG00000048052,207.48,26132.676666666655,0.7791403716829405,25,647.0,1.0
ENSG00000048140,92.36,3962.99,0.6815968331544642,25,234.0,1.0
ENSG00000048162,57.083333333333336,2711.036231884058,0.9121333508483987,22,211.0,0.96
ENSG00000048392,352.6,80595.25000000001,0.805141876402611,25,1209.0,1.0
ENSG00000048405,149.64,12330.990000000003,0.7420809334045286,24,465.0,1.0
ENSG00000048471,196.8,35224.33333333332,0.9536659945693242,25,768.0,1.0
ENSG00000048540,9.454545454545455,29.672727272727276,0.576153332039038,4,21.0,0.44
ENSG00000048544,104.12,7131.776666666666,0.8110818962858902,24,324.0,1.0
ENSG00000048649,209.84,21197.47333333333,0.6938311137589391,25,501.0,1.0
ENSG00000048707,239.68,22537.47666666667,0.6263554332472328,25,575.0,1.0
ENSG00000048740,1074.92,527990.7433333333,0.6759849248452022,25,2780.0,1.0
ENSG00000048828,617.28,158602.37666666668,0.6451677341462847,25,1553.0,1.0
ENSG00000048991,109.8,6756.416666666667,0.7486104274308196,24,312.0,1.0
ENSG00000049089,290.84,60788.30666666668,0.8477267487474699,25,983.0,1.0
ENSG00000049167,32.69565217391305,517.7667984189723,0.6959484858764009,17,88.0,0.92
ENSG00000049239,236.72,33417.37666666666,0.7722381002042665,25,708.0,1.0
ENSG00000049245,505.88,120243.52666666667,0.685461935283559,25,1281.0,1.0
ENSG00000049246,100.54166666666667,12612.432971014492,1.1170004687112127,21,395.0,0.96
ENSG00000049449,67.28,2623.376666666667,0.7612798641647252,22,184.0,1.0
ENSG00000049541,162.76,13504.023333333336,0.7139764853729139,23,401.0,1.0
ENSG00000049618,237.32,23644.47666666667,0.6479336171900819,25,675.0,1.0
ENSG00000049656,261.96,33576.12333333334,0.6994880411852932,24,655.0,1.0
ENSG00000049759,136.76,11240.856666666667,0.7752479257259373,24,428.0,1.0
ENSG00000049769,17.5,303.7391304347826,0.9958921834729589,13,75.0,0.96
ENSG00000049860,609.68,184566.6433333333,0.7046519503546006,25,1475.0,1.0
ENSG00000049883,37.44,810.6733333333335,0.7604787857228757,18,87.0,1.0
ENSG00000050030,16.318181818181817,180.7034632034632,0.8237804289588857,12,55.0,0.88
ENSG00000050130,194.72,17016.96,0.6699315453733296,25,523.0,1.0
ENSG00000050165,5.8,8.400000000000002,0.49970264555876925,0,10.0,0.4
ENSG00000050344,34.56521739130435,1228.711462450593,1.0141113937080943,14,122.0,0.92
ENSG00000050393,79.88,3335.0266666666666,0.7229555551655841,21,185.0,1.0
ENSG00000050405,144.52,13208.093333333338,0.7952288211871537,24,395.0,1.0
ENSG00000050426,147.12,8664.026666666665,0.6326859262121932,25,328.0,1.0
ENSG00000050438,23.956521739130434,526.8616600790513,0.9581302126534377,14,75.0,0.92
ENSG00000050748,203.6,23823.416666666668,0.7580960775627531,24,486.0,1.0
ENSG00000051009,172.44,14086.839999999998,0.6882857476873899,25,543.0,1.0
ENSG00000051108,954.36,442538.48999999993,0.6970489804707393,25,2648.0,1.0
ENSG00000051128,144.24,9779.689999999999,0.6856095061338644,25,396.0,1.0
ENSG00000051382,102.79166666666667,3933.302536231884,0.6101277361042843,24,248.0,0.96
ENSG00000051523,2851.24,3200227.19,0.62741750340272,25,6713.0,1.0
ENSG00000051596,14.0,143.9047619047619,0.856859362937103,12,49.0,0.88
ENSG00000051620,118.6,8794.166666666664,0.7907016716964504,25,423.0,1.0
ENSG00000051825,99.12,4480.193333333334,0.6752849710952558,24,261.0,1.0
ENSG00000052126,20.958333333333332,504.91123188405805,1.0721382055855881,13,78.0,0.96
ENSG00000052723,98.04,4302.04,0.669012018013701,25,258.0,1.0
ENSG00000052749,124.6,14487.083333333328,0.9659895689375367,22,570.0,1.0
ENSG00000052795,237.08,28675.826666666664,0.7142710607680417,25,733.0,1.0
ENSG00000052802,107.4,11246.000000000002,0.9874037179783376,24,482.0,1.0
ENSG00000052841,323.32,37122.47666666667,0.5959171734554914,25,728.0,1.0
ENSG00000053254,620.08,195105.91000000003,0.7123402568885712,25,1674.0,1.0
ENSG00000053371,96.36,6663.573333333334,0.8471431420273778,24,285.0,1.0
ENSG00000053372,104.54166666666667,4470.693840579711,0.63958466928661,24,266.0,0.96
ENSG00000053438,9.615384615384615,27.589743589743588,0.5462697740548825,6,19.0,0.52
ENSG00000053501,50.72,1108.5433333333337,0.6564431068877669,22,120.0,1.0
ENSG00000053702,12.944444444444445,122.52614379084972,0.8551276837425689,10,37.0,0.72
ENSG00000053770,118.88,8384.026666666667,0.7702248548755175,25,384.0,1.0
ENSG00000053900,75.32,2578.1433333333334,0.674129322306151,24,226.0,1.0
ENSG00000053918,343.56,124977.09000000003,1.028993449370074,25,1352.0,1.0
ENSG00000054116,214.96,18361.123333333333,0.6303648240956513,25,436.0,1.0
ENSG00000054118,450.44,94314.58999999998,0.6817929258470745,25,1147.0,1.0
ENSG00000054148,97.12,3817.5266666666666,0.6361834485016702,24,251.0,1.0
ENSG00000054219,211.6,24087.916666666668,0.7334727045353603,24,559.0,1.0
ENSG00000054267,212.8,17233.416666666664,0.6168990061473825,25,526.0,1.0
ENSG00000054277,13.681818181818182,81.94155844155846,0.6616194968260597,11,33.0,0.88
ENSG00000054282,187.08,15095.159999999996,0.6567370216421828,25,458.0,1.0
ENSG00000054392,14.4375,113.19583333333334,0.7369248861047817,10,43.0,0.64
ENSG00000054523,98.64,6457.073333333334,0.8146382461096301,25,321.0,1.0
ENSG00000054611,269.48,35647.426666666666,0.7006281030841707,25,767.0,1.0
ENSG00000054690,61.76,2346.0233333333335,0.7842578532196954,23,237.0,1.0
ENSG00000054793,13.375,819.9821428571429,2.1409592750808524,1,84.0,0.32
ENSG00000054965,471.16,116832.30666666664,0.7254593166952769,25,1374.0,1.0
ENSG00000054967,144.8,8656.583333333332,0.6425466966161679,24,418.0,1.0
ENSG00000054983,233.48,24437.676666666666,0.6695457729273885,25,588.0,1.0
ENSG00000055044,176.84,21590.806666666667,0.8309098895888498,24,636.0,1.0
ENSG00000055070,240.6,33331.333333333336,0.758805937322242,25,705.0,1.0
ENSG00000055130,305.64,53661.99,0.7579197008616962,25,987.0,1.0
ENSG00000055147,94.58333333333333,3960.688405797101,0.6653815019098758,24,263.0,0.96
ENSG00000055163,35.666666666666664,1215.8333333333333,0.9776299544700037,17,147.0,0.84
ENSG00000055208,1056.44,528600.0066666667,0.6882064610859151,25,2866.0,1.0
ENSG00000055211,171.2,16108.166666666666,0.7413431804444615,25,570.0,1.0
ENSG00000055332,528.4,357286.24999999994,1.1312154876757514,25,2942.0,1.0
ENSG00000055483,219.48,32457.009999999984,0.8208414958189387,24,807.0,1.0
ENSG00000055609,429.88,63457.36000000001,0.585994796952876,25,986.0,1.0
ENSG00000055917,517.2,116901.66666666664,0.6610766768065792,25,1343.0,1.0
ENSG00000055950,89.68,3413.56,0.6514906253258678,23,235.0,1.0
ENSG00000055955,7.75,18.204545454545453,0.5505391610665893,3,18.0,0.48
ENSG00000056050,49.25,1042.6304347826087,0.6556302211444908,21,106.0,0.96
ENSG00000056097,450.6,93026.0,0.6768789155195025,25,1078.0,1.0
ENSG00000056277,36.208333333333336,745.7373188405799,0.7541963106915182,17,78.0,0.96
ENSG00000056558,67.4,2158.6666666666665,0.6893390734496896,22,160.0,1.0
ENSG00000056586,139.8,8108.583333333332,0.6441178294190516,23,289.0,1.0
ENSG00000057019,58.52,2854.176666666666,0.9129271188835103,21,188.0,1.0
ENSG00000057252,846.76,333766.94,0.682277931800738,25,2102.0,1.0
ENSG00000057468,4.0,14.5,0.9519716358530596,1,13.0,0.36
ENSG00000057608,1407.92,816206.2433333333,0.6416851338398906,25,3229.0,1.0
ENSG00000057657,150.2,18705.416666666668,0.9105708865744911,24,433.0,1.0
ENSG00000057663,130.48,7919.593333333334,0.682036304572156,23,381.0,1.0
ENSG00000057704,537.0,187236.91666666666,0.8057892230587723,24,1468.0,1.0
ENSG00000057757,121.56,8475.173333333334,0.7573272836678501,24,309.0,1.0
ENSG00000057935,56.32,1611.8933333333337,0.7128620633768089,22,135.0,1.0
ENSG00000058056,31.416666666666668,1069.4710144927535,1.0409369022227049,17,130.0,0.96
ENSG00000058063,142.16,27928.390000000014,1.1755619900623822,25,838.0,1.0
ENSG00000058262,1008.92,517673.15999999986,0.7131339183912868,25,2563.0,1.0
ENSG00000058272,361.4,55942.25,0.6544580539502537,25,828.0,1.0
ENSG00000058453,177.32,30168.726666666673,0.9795368246566959,24,797.0,1.0
ENSG00000058600,90.68,2849.226666666666,0.5886430065350015,24,202.0,1.0
ENSG00000058668,256.96,25350.540000000005,0.6196237899527971,25,502.0,1.0
ENSG00000058729,104.84,5042.723333333332,0.677338183006603,24,262.0,1.0
ENSG00000058799,227.28,22164.376666666667,0.6550380683577026,25,530.0,1.0
ENSG00000058804,118.08,7384.910000000001,0.7277735354025824,24,285.0,1.0
ENSG00000059122,173.4,20543.0,0.8265760927151552,24,602.0,1.0
ENSG00000059145,39.541666666666664,797.9112318840579,0.7143685366707813,20,112.0,0.96
ENSG00000059377,1598.32,1369553.31,0.7321932773143418,25,4783.0,1.0
ENSG00000059378,164.2,17126.833333333336,0.7970129591606969,24,496.0,1.0
ENSG00000059573,166.84,17355.14,0.7896122539177151,23,493.0,1.0
ENSG00000059588,92.04,4740.623333333333,0.7480680645252022,22,228.0,1.0
ENSG00000059691,68.96,2279.9566666666665,0.6924143239236147,23,167.0,1.0
ENSG00000059728,444.0416666666667,2830393.6068840576,3.7887826612154525,24,8282.0,0.96
ENSG00000059758,139.24,10657.856666666667,0.7414313117774979,25,485.0,1.0
ENSG00000059769,30.4,555.6666666666666,0.7754139123869096,17,94.0,1.0
ENSG00000059804,2095.08,20022994.493333332,2.1358163311027614,24,21112.0,1.0
ENSG00000060069,107.56,4480.923333333334,0.6223475197679895,24,224.0,1.0
ENSG00000060138,668.84,240791.38999999998,0.7336657389429381,25,1867.0,1.0
ENSG00000060237,774.88,307997.86,0.7162083793668479,25,2431.0,1.0
ENSG00000060339,254.32,30174.143333333337,0.6830255655626096,25,692.0,1.0
ENSG00000060491,369.6,49551.00000000001,0.6022741858140759,25,818.0,1.0
ENSG00000060558,324.4,50528.75,0.6929285121584053,24,821.0,1.0
ENSG00000060642,42.416666666666664,1553.4710144927537,0.9292124944038016,21,135.0,0.96
ENSG00000060656,7.0,24.375,0.7053006296399812,3,21.0,0.68
ENSG00000060688,136.28,9964.376666666667,0.7324752305187905,24,337.0,1.0
ENSG00000060749,227.48,34409.76,0.815450497768712,24,671.0,1.0
ENSG00000060762,134.88,7164.359999999998,0.627539609197946,24,361.0,1.0
ENSG00000060971,206.0,15268.083333333334,0.5998256598570123,25,484.0,1.0
ENSG00000060982,475.12,164719.19333333333,0.8542181426244668,25,1744.0,1.0
ENSG00000061273,262.76,28314.440000000006,0.6403902853477681,24,555.0,1.0
ENSG00000061676,19.72222222222222,412.5653594771242,1.0298892664220394,10,79.0,0.72
ENSG00000061794,111.88,7276.943333333334,0.7624687325671791,24,284.0,1.0
ENSG00000061936,245.08,19130.16,0.5643537686262653,25,492.0,1.0
ENSG00000061938,407.88,84431.52666666669,0.7123934379829518,24,1213.0,1.0
ENSG00000061987,147.8,9627.41666666667,0.663866035493115,25,380.0,1.0
ENSG00000062038,4.666666666666667,4.333333333333333,0.4460712846440185,0,7.0,0.12
ENSG00000062194,316.52,44860.76,0.6691633648861149,25,702.0,1.0
ENSG00000062485,599.8,151708.41666666672,0.6493792039710057,25,1235.0,1.0
ENSG00000062598,296.96,35300.79,0.6326947893161936,24,737.0,1.0
ENSG00000062650,381.36,80267.40666666665,0.742907045243268,25,1047.0,1.0
ENSG00000062716,597.64,181860.07333333336,0.7135575798652224,25,1605.0,1.0
ENSG00000062725,155.6,15196.66666666667,0.7922542471624141,24,400.0,1.0
ENSG00000062822,84.5,3019.217391304348,0.6502651559361902,23,202.0,0.96
ENSG00000063046,669.2,194202.7500000001,0.6585242242703991,25,1524.0,1.0
ENSG00000063127,10.0,55.53846153846154,0.745241312779858,6,25.0,0.56
ENSG00000063169,52.416666666666664,1585.7318840579708,0.7597058660376846,21,161.0,0.96
ENSG00000063176,53.48,1951.8433333333332,0.8260970649442488,21,174.0,1.0
ENSG00000063177,2103.12,1376867.86,0.5579330365495357,25,4315.0,1.0
ENSG00000063241,74.84,2981.7233333333334,0.729625313725031,23,281.0,1.0
ENSG00000063244,483.68,96124.89333333331,0.6410026214262634,25,1063.0,1.0
ENSG00000063245,449.96,106167.20666666662,0.7241379152077034,25,1304.0,1.0
ENSG00000063322,182.2,20477.83333333334,0.7854049414385668,24,496.0,1.0
ENSG00000063587,41.64,1127.0733333333335,0.8062419033554038,20,127.0,1.0
